,user,type,tgt
9,Test User 1601 ,MT,एक सियार और खरगोश सबसे अच्छे दोस्त थे 
10,Test User 1601 ,MT,एक दिन सियार की पत्नी बीमार थी । 
11,Test User 1601 ,MT,"सियार ने खरगोश को बुलाया और कहा , मेरी पत्नी बुखार है "
12,Test User 1601 ,MT,उसे कुछ भी खाने की इच्छा नहीं होती 
13,Test User 1601 ,MT,अब वह कहती है कि वह एक केकड़ा खा सकती है 
14,Test User 1601 ,MT,"खरगोश ने कहा , चलो , हम उसके लिए एक केकड़ा लाते हैं "
15,Test User 1601 ,MT,दोनों दोस्त निकल पड़े केकड़ा ढूँदने 
16,Test User 1601 ,MT,खरगोश एक दिशा में गया और सियार दूसरी दिशा में 
17,Test User 1601 ,MT,खरगोश ने जल्दी ही मिट्टी में एक छेद देखा  
18,Test User 1601 ,MT,उसने अंदर झाँका और देखा एक मोटा सा केकड़ा अंदर बैठा था 
19,Test User 1601 ,MT,"यह ठीक रहेगा, खरगोश ने सोचा "
20,Test User 1601 ,MT,उसने अपना हाथ छेद में धीरे से डाला जो की काफी गहरा था  
21,Test User 1601 ,MT,जब उसका हाथ केकड़े तक नहीं पहुंचा तो खरगोश ने अपनी पूंछ छेद में डाल दी । 
22,Test User 1601 ,MT,केकड़े ने उसकी पूंछ को ज़ोर से काटा और पकड़ लिया 
23,Test User 1601 ,MT,बेचारा खरगोश जोर से चिल्लाया 
24,Test User 1601 ,MT,सियार ने उसकी आवाज़ सुनी और भागता हुआ उसके पास आया । 
25,Test User 1601 ,MT,"खरगोश ने साँस ली , मुझे देखते मत रहो "
26,Test User 1601 ,MT,"मेरी दुम अंदर फँस गई है , मुझे बाहर खींचo"
27,Test User 1601 ,MT,सियार ने उसे कान से पकड़ लिया और अपनी सारी शक्ति के साथ उसे खींचा 
28,Test User 1601 ,MT,जब उसने पूंछ को हिलता देखा तो केकड़े ने खरगोश की पूंछ को फिर से काटा 
29,Test User 1601 ,MT,खरगोश दर्द के मारे चिल्लाया और कूद गया 
30,Test User 1601 ,MT,उसकी पूंछ कट गई और छेद में पीछे रह गयee
31,Test User 1601 ,MT,siyaar ke kheenchane ke baad uske kaan bahut lambe ho gaye the 
32,Test User 1601 ,MT,us din se khargosh ki poonch chhoti hai aur kaan lambe hain 
33,Test User 1601 ,MT,jab subah meri neend khuli to sooraj phir se chamak raha tha 
34,Test User 1601 ,MT,maine charon or dekha sochte hue ki main kahan hun 
35,Test User 1601 ,MT,aur phir mujhe yaad aaya 
36,Test User 1601 ,MT,"main ek chhota samudree kachhuaa tha, olive ridley - ek badi neeli duniya ke beech mein , jise maine sunaa tha ki mahasaagar kehte hain. "
37,Test User 1601 ,MT,"neela aur haraa paani har disha mein tha , aur sooraj badlon ke saath athkheliyaan khel raha tha "
38,Test User 1601 ,MT,maine apne pairon on apne shareer ke peeche kiya aur paani ke bahaav ke saath thodi der tairta raha 
39,Test User 1601 ,MT,mijhe nahin pata tha ki main kahan hun 
40,Test User 1601 ,MT,par jab tumhaara pet bhara ho aur sooraj chamak raha ho to isse koi farak nahin padta
41,Test User 1601 ,MT,sooraj ki roshni se mujhe garmaahat mili aur mujhme nayi oorja bhar gayi 
42,Test User 1601 ,MT,"jaise hee maine sochna shuru kiya ki main apnee poori zindagi yaheen par bita doonga , waise hee machhliyon kaa ek jhund mere paas se guzra"
43,Test User 1601 ,MT,unka peecha kar rahi thee ek bahut badi machhli
44,Test User 1601 ,MT,main bata sakta tha ki wah ek bahut hee bhookhi machhli hai 
45,Test User 1601 ,MT,mujhe dekhte hi uskee aankhen chamak uthee
46,Test User 1601 ,MT,"mmm, mano soch raha ho , chhote kachhue kaa soup"
47,Test User 1601 ,MT,कुछ ही क्षणon केे बाद मैं बहुत तेज़ी से tair raha tha . mere peeche bade bade daant mere peeche ke paanvon ko khaane ke liye daud jo rahe the 
48,Test User 1601 ,MT,जब मैं thakna shuru hua to maine ek samudree shaivaal ko dekha
49,Test User 1601 ,MT,"एक समुद्री शैवाल की naav ऐसी ही होती है , एक समुद्री शैवाल और लकड़ी का तैरने वाला एक टुकड़ा जो कि समुद्री बहाव के साथ महासागर में भ्रमण करता है "
50,Test User 1601 ,MT,बेड़े के अंदर और उपर बहुत से छोटे बड़े जीव हैं जो महासागर के आसपास कुछ होने की प्रतीक्षा में तैरते रहते हैं .
51,Test User 1601 ,MT,"भगवान की दया से , मैं बेड़े में फिसल कर गिर गया "
52,Test User 1601 ,MT,मैं इस सुरक्षित स्थान को कई वर्षों तक छोड़ नहीं पाया 
53,Test User 1601 ,MT,नाव पर होना ऐसा लगता था मानो विश्व भ्रमण पर जाना 
54,Test User 1601 ,MT,"मुझे बहुत अच्छा लगा , लेकिन जैसे मैं बड़ा हुआ , मैने यह तय कर लिया था की बेड़े के बाहर की बड़ी दुनिया की khoj kaa samay aa gaya hai "
55,Test User 1601 ,MT,मैंने एक ऐसे स्थान के बारे में अद्भुत बातें सुनी थीं जहाँ पर बहुत सारे अन्य कछुए रहते थे 
56,Test User 1601 ,MT,सभी ने कहा कि reef महासागर का पारीदेश था 
57,Test User 1601 ,MT,"उन्होंने कहा कि वह जगह सुंदर और चमकदार रंग के जानवरों से भरी हुई है , जैसे कि clown मछली जैसे हानीराहित और बिच्छू जैसे ज़हरीले जीव वहाँ रहते हैं ."
58,Test User 1601 ,MT,मैं सोचता था कि कैसे मैं इसे paunga
59,Test User 1601 ,PE,रात mein meri neend khultee hai. mujhe pyaas lag rahi hai 
60,Test User 1601 ,PE,मैं पानी lana chahta hun 
61,Test User 1601 ,PE,मैं अपनी chappalon को बिस्तर के नीचे dhhondane lagta हूँ
62,Test User 1601 ,PE,he bhagwaan !
63,Test User 1601 ,PE,मेरे बिस्तर ke neeche एक बाघ है
64,Test User 1601 ,PE,अब main क्या karun ?
65,Test User 1601 ,PE,क्या mujhe माँ को बुलाना चाहिए ?
66,Test User 1601 ,PE,kya ho agar baagh phir se dahaade ?
67,Test User 1601 ,PE,kya main waapas सो jaaun?
68,Test User 1601 ,PE,लेकिन mujhe ab नींद नहीं आ rahi
69,Test User 1601 ,PE,फिर koi batti  jalaata है
70,Test User 1601 ,PE,माँ दरवाजे पर खड़ee है
71,Test User 1601 ,PE,kya huaa mere bacche
72,Test User 1601 ,PE,क्या तुमne मुझे बुलाya
73,Test User 1601 ,PE,माँ पूछतee है
74,Test User 1601 ,PE,मैं बाघ की ओर ishaara karta hun 
75,Test User 1601 ,PE,माँ jhukti hai aur और baagh को बिस्तर से बाहर निकालtee hai 
76,Test User 1601 ,PE,"अरे , यह कोई बाघ नहीं है"
77,Test User 1601 ,PE,यह मेरa मोटa पीलe और काले rang kaa sweater है
78,Test User 1601 ,PE,इसके बटन एक बाघ की aankhon ki तरह चमकte हैं
79,Test User 1601 ,PE,main khamakha hi dar gaya 
80,Test User 1601 ,PE,माँ mere liye paani laati है
81,Test User 1601 ,PE,अब मैं सो जाऊंगा
82,Test User 1601 ,PE,और जंगल में असली बाघ के बारे में सपनe dekhna
83,Test User 1601 ,PE,"priya … khair , आप जानते हैं कि आप कौन हैं"
84,Test User 1601 ,PE,और  aisa nahin hai ki aap iss chitthhi ko kabhi bhi dekhenge
85,Test User 1601 ,PE,teacher ne मुझे बताया कि मुझे आपका संरक्षक बनना है और आपko school dikhaana hai kyunki आप एक नयye chhatra hain 
86,Test User 1601 ,PE,"मैं नहीं जानता था कि एक परामर्शदाता kaun है , तो मैं ne शब्दकोश में dekha "
87,Test User 1601 ,PE,"वैसे भी , उसने मुझे उस बारे में कुछ नहीं बताया"
88,Test User 1601 ,PE,"अली और rahm और sumi और रानी , वे मुझसे poochhte रहे जब हम स्कूल से घर waapas जा रहे थे"
89,Test User 1601 ,PE,"मैंने उनसे कहा कि मैं नहीं जानता था कि वे क्या बात कर रहे हैं , लेकिन यह सच नहीं है"
90,Test User 1601 ,PE,mujhe kaise pata nahin hoga 
91,Test User 1601 ,PE,"देखो , तुमने mujhe मेरे मित्रों se झूठ bolne par majboor kiya"
92,Test User 1601 ,PE,"आपका shubhchintak , मैं , फिर से namaste  , माँ कहतee है कि लोगों को ghoorna अच्छा नहीं है , लेकिन मैं देखta hun ki हर व्यक्ति tumhe ghoorta hai"
93,Test User 1601 ,PE, वे मुझे भी ghoorte हैं क्योंकि मुझे aapke आसपास  aur aapke saath रहना padta है आपका संरक्षक bankar 
94,Test User 1601 ,PE,tum हमारे स्कूल में क्यों आए
95,Test User 1601 ,PE,"tum jis bhi भी स्कूल mein pehle जा rahe the, wahan phir se kyun jaaoge"
96,Test User 1601 ,PE,क्या tum जानते ho ki कल क्या हुआ tha
97,Test User 1601 ,PE,"school chhootne ke baad raham  , अली और unke kaksha 7 ke  दो aur दोस्तों ne mujhe kone mein pakad liya aur usee cheez ke baare mein poochha"
98,Test User 1601 ,PE,उन्होंने मेरे बैग le लिया और use वापस नहीं de rahe the 
99,Test User 1601 ,PE,फिर उन्होंने उसे sadak के किनारे jhaadiyon mein  फेंक दिया और मुझे use prapt karne ke liye पहाड़ee se neeche ghisatkar jaana pada 
100,Test User 1601 ,PE,मैंने अपनी कमीज़ phhad di और माँ mujhse naraaz ho gai 
101,Test User 1601 ,PE,यह सब आपका दोष है
102,Test User 1601 ,PE,"namaskaar , मैं उन्हें कहta rehta हूँ कि वे जो कुछ bhi aapse जानना चाहते हैं wo aapse poochh सकते हैं"
103,Test User 1601 ,PE,मुझसेpoochhne का क्या Matlab ?
104,Test User 1601 ,PE,मुझे kaise पता कि क्या आप ke paas यह क्यों है या phir ye कैसे काम करता है
105,Test User 1601 ,PE,"imaandaari se kahun to , aisa nahin hai ki main utsuk nahin hun yaa phir mere paas bhi wahi sawaal nahin hai jo doosare mujhse poochte hain . "
106,Test User 1601 ,PE,"हाँ , मैंने pehle din hee dekh liyaa था जब tum कक्षा में आये the"
107,Test User 1601 ,PE,मैंने देखा कि कैसे आपने sab kuchh एक हाथ se hee किया और कैसे aapke bayan haath hila bhi nahin 
108,Test User 1601 ,PE,पहले to मैं यह samajh नहीं payaa कि समस्या क्या थी
109,Test User 1601 ,PE,"फिर जब मैं नजदीक आया तो मैंने देखा कि कुछ to alag tha , kuchh sahi saa nahi lag raha tha "
110,Test User 1601 ,PE,"wah kuchh ajeeb saa dikh raha tha , mano uspar ek plastic ki parat chadhi ho "
111,Test User 1601 ,PE,phir maine socha ki ye ek haath jaisa khilona hai
112,Test User 1601 ,PE,मुझे कुछ समय laga samajhne mein 
113,Test User 1601 ,PE,"भी , मैंने देखा कि भोजन में क्या हुआ"
114,Test User 1601 ,PE,phir milte hain . main 
115,Test User 1601 ,BL,mere parivaar mein meri pasandeeda vyakti meri daadi hai 
116,Test User 1601 ,BL,wah mere liye swaadisht laddoo banaati hain 
117,Test User 1601 ,BL,unke laddoo bade aur mulaayam hote hain aur unke upar chhota sa kaju laga hota hai 
118,Test User 1601 ,BL,meri daadi mujhe kitaben padhne mein bhi madad kartee hai 
119,Test User 1601 ,BL,daadi bahut bhaadur bhi hai 
120,Test User 1601 ,BL,wah makdiyon se nahin dartee
121,Test User 1601 ,BL,wo haath mein akhbaar lekar unhe bhagaa deti hai 
122,Test User 1601 ,BL,mujhe apnee daadi ki madad karna achha lagta hai 
123,Test User 1601 ,BL,wo mujhe apne bachpan ke dilchasp kisse sunaati hai jab main unkee matar cheelne mein madad karti hun 
124,Test User 1601 ,BL,jo peela sweater unhonen mere liye buna tha wo mera pasandeeda sweater hai 
125,Test User 1601 ,BL,main apni daadi se pyaar kartee hun 
126,Test User 1601 ,BL,"wah vaastav mein sabse achhi hai 
"
127,Test User 1601 ,BL,"dakshin bhaarat ke ek chhote se pahadi shahar mein, ek chhoti si ladki rehtee thi jiska naam maya tha.
"
128,Test User 1601 ,BL,"wo apni maa ke saath ek jhopdi mein rehti thee
"
129,Test User 1601 ,BL,"uska ghar khoob unche aur bade padeon se ghira hua tha , jinhe aapne shayad hi kabhi dekha ho . "
130,Test User 1601 ,BL,"dhundh ke dinon mein, paudhon aur pedon ki pattiyon mein aapki kalpana se bhi badi  os ki boonden hoti hain.
"
131,Test User 1601 ,BL,maya apne naam ki tarah hee furteeli thi. 
132,Test User 1601 ,BL,wah apne doston ke saath antheen junglon mein bebaak ghoomti thi. 
133,Test User 1601 ,BL,use roz subah gehree saansen lena bahut achha lagta tha kyunki hawa mein alg alg tarah ki sagandhen behtee theen
134,Test User 1601 ,BL,kabhi - kabhi use ek meethi meethi sugandh aati thi
135,Test User 1601 ,BL,anya samay mein wah ek tez gandh hoti thi.
136,Test User 1601 ,BL,"phir kuchh aise bhi din the jab wo sirf ek chit prichit guldaste ko soogh paati thi.
"
137,Test User 1601 ,BL,un manmohak taaza sugandhon ke saath jagnaa maya ke din ki suruaatko aur bhi behtar banaa deta tha.
138,Test User 1601 ,BL,aur wahan raham naam kaa ek totaa tha jo roz subah gaanv mein udkar aataa tha.phir maya ki jhopdi le saamne waale ped par baith jaata tha aur use saare gaanv ki mazedaar khabaren sunaata tha.
139,Test User 1601 ,BL,"wah use apnee door desh ki udaanon aur wahan rehne waale logon ke baare mein bhi bataata tha.
"
140,Test User 1601 ,BL,maya ko raham kee kahaniyan sunna behadd pasand tha.
141,Test User 1601 ,BL,wo in jagahon par jaane aur alag alag nazaare dekhne ke liye taras gayee. 
142,Test User 1601 ,BL,jab raham bolta to uska dil bahut tez dhadakta aur zoron se bhaagne lagta.lekin ye sab hamesha ek gehree aah ke saath khatam ho jaata.
143,Test User 1601 ,BL,use apne door desh jaane ke sapne dekhna band karna pada jabki wo us moorkhtaapoorna bindu par kabhi gayi bhi nahin thi.
144,Test User 1601 ,BL,gaanv ke har vyakti ne us moorkhtapoorna bindu ke baare mein baat karee
145,Test User 1601 ,BL,aas-paas ke gaavon ke kuchh log wahan gaye the par uske apne gaanv kaa koi nahin tha 
146,Test User 1601 ,BL,sabhi kee baton se yeh ek rahasyamay jagah ki tarah lag raha tha jo ki jeevan ke sabse mazedaar anubhav kaa vaada karta hai 
147,Test User 1601 ,BL,"maya ka ye manna tha ki agar use kabhi mauka mila moorkhtaapoorna bindu par jaane ka to wo apne chhote se gaanv mein waapas lautegi aur sabhi ko iska varnan karegi
"
148,Test User 1601 ,BL,"wo is rahasyamayee jagah ke baare mein sabko batati thee
"
149,Test User 801 ,MT,मेरे परिवार में सबसे प्रिय मुझे मेरी दादी हैं 
150,Test User 801 ,MT,वह मेरे लिए स्वादिष्ट लड्डू बनाती है 
151,Test User 801 ,MT,उनके बनाये लड्डू बड़े और नर्म होते हैं और उनके ऊपर एक काजू लगा होता हैं । 
152,Test User 801 ,MT,मेरी दादी मुझे नई किताबें पढ़ने में भी मदद करती हैं । 
153,Test User 801 ,MT,दादी बहुत बहादुर है 
154,Test User 801 ,MT,उन्हें मकड़ी से डर नहीं लगता हैं । 
155,Test User 801 ,MT,हाथ में पकड़े अखबार से दूर कर देती हैं  हैं । 
156,Test User 801 ,MT,मुझे अपनी दादी की मदद करना पसंद है 
157,Test User 801 ,MT,"वह मुझे अपने बचपन से रोचक कहानियां कहती है , जब मैं मटर छीलने में उनकी मदद करता हूँ 
"
158,Test User 801 ,MT,उनका बुना पीला स्वेटर मेरा सबसे पसंदीदा हैं 
159,Test User 801 ,MT,मैं अपनी दादी से प्यार करता हूँ 
160,Test User 801 ,MT,वह सच में सर्वश्रेष्ठ है 
161,Test User 801 ,PE,प्रिय... आप अच्छी तरह जानते हो की आप कौन हो 
162,Test User 801 ,PE,और ऐसा भी नहीं हैं की आप कभी इस पत्र को देखेंगी 
163,Test User 801 ,PE,मुझे बताया गया है कि मुझे आपका संरक्षक बनना है और आपको आसपास सब दिखाना हैं क्योंकि आप नयी छात्रा हैं 
164,Test User 801 ,PE,"मैं नहीं जानता था कि एक परामर्शदाता क्या है , मैंने शब्दकोष में देखा "
165,Test User 801 ,PE,"वैसे भी , उसने मुझे उस बारे में कुछ नहीं बताया"
166,Test User 801 ,PE,"अली और रहम और सुमि और रानी  , वे मुझसे पूछ रहे थे जब हम स्कूल से घर जा रहे थे"
167,Test User 801 ,PE,"मैंने उनसे कहा कि मैं नहीं जानता था कि वे क्या बात कर रहे हैं , लेकिन यह सच नहीं है"
168,Test User 801 ,PE,मैं कैसे नहीं जानता
169,Test User 801 ,PE,आपके लिए मैंने दोस्तों से झूठ बोला
170,Test User 801 ,PE,"देखिये मैं हूँ, फिरसे , अच्छा माँ कहती हैं की किसी को घूरना अच्छी बात नहीं हैं, पर मैं देख सकता हूँ की यहाँ हर कोई आपको घूरता हैं  "
171,Test User 801 ,PE,वे मुझे भी घूरते हैं क्योंकि मुझे आपके आसपास रहना है और आपका संरक्षण करना है
172,Test User 801 ,PE,आप हमारे स्कूल में क्यों आए
173,Test User 801 ,PE,आप जिस स्कूल में पहले जाते थे अब क्यों नहीं जाते 
174,Test User 801 ,PE,क्या आप जानते हैं कल क्या हुआ
175,Test User 801 ,PE,"स्कूल में सातवीं कक्षा में पढ़ने वाले रहम, अली और उनके कुछ दोस्तों ने मुझे घेर लिया और आपके बारे में पूछने लगे "
176,Test User 801 ,PE,उन्होंने मेरे बैग लिया और वापस नहीं दिया
177,Test User 801 ,PE,फिर उन्होंने सड़क के किनारे झाड़ियों में उसे फेंक दिया और मुझे उसे लाने के लिए पहाड़ी की तरफ से उतरना पड़ा 
178,Test User 801 ,PE,मैंने अपनी कमीज काट दी तो माँ मुझसे नाराज़ हो गयी 
179,Test User 801 ,PE,यह सब आपका दोष है
180,Test User 801 ,PE,मैं उन्हें कहता हूँ कि वे जो कुछ जानना चाहते हैं आप कह सकते हैं
181,Test User 801 ,PE,मुझसे सवाल करने का क्या तुक है
182,Test User 801 ,PE,मुझे कैसे पता होगा आपको की ऐसा क्यों हैं और ये कैसे काम करता हैं 
183,Test User 801 ,PE,"सच कहूं तो मैं यह नहीं कह सकता की मुझे उत्सुकता नहीं हुई, मेरे मन में भी वो सब सवाल उठे जो सब जानना चाहते हैं "
184,Test User 801 ,PE,"हाँ , मैंने यह  देखा था जब आप पहली बार कक्षा में आये तो"
185,Test User 801 ,PE,मैंने देखा कि कैसे आपने एक हाथ के साथ सब किया है और कैसे आपके बाएं हाथ कभी हिला भी नहीं 
186,Test User 801 ,PE,पहले मैं यह नहीं बता सका कि समस्या क्या थी
187,Test User 801 ,PE,फिर जब मैं नजदीक आया तो मैंने देखा कि कुछ सही नहीं था
188,Test User 801 ,PE,"यह अजीब , जैसे यह प्लास्टिक या कुछ और से में कवर किया गया था"
189,Test User 801 ,PE,तो मैंने सोचा कि यह एक खिलोने वाला हाथ है
190,Test User 801 ,PE,मुझे समझने में कुछ समय लग गया
191,Test User 801 ,PE,"मैंने भी , देखा कि भोजन में क्या हुआ"
192,Test User 801 ,PE,"देखिये , मुझे"
193,Test User 801 ,MT,"जब मैं सुबह उठा , सूरज फिर चमक रहा था "
194,Test User 801 ,MT,मैंने चारों ओर देखा और सोचने लगा मैं कहाँ था 
195,Test User 801 ,MT,और फ़िर मुझे याद आया 
196,Test User 801 ,MT,"मैं एक नन्हा समुद्री कछुआ था  -  एक ओलिव रिडली - एक विशाल नीले संसार के बीच , जो मैंने सुना था महासागर है  "
197,Test User 801 ,MT,हर दिशा में नीला और हरा पानी था और सूरज बादलों के साथ खेल खेल रहा था 
198,Test User 801 ,MT,मैंने अपने पीछे के पैर शरीर के नीचे दबा लिए और धारा के साथ बहने लगा 
199,Test User 801 ,MT,मुझे पता नहीं था कि मैं कहाँ था 
200,Test User 801 ,MT,लेकिन जब सूर्य चमक रहा हो और आपका पेट भरा हो तो यह सब कुछ परेशान नहीं करता है । 
201,Test User 801 ,MT,सूरज की गर्मी ने मुझे नयी ऊर्जा से भर दिया 
202,Test User 801 ,MT,जैसे ही मैं यह सोचने लगा कि मैं अपना बाकी जीवन यहीं बिताऊंगा की मछलियों का एक झुण्ड वहाँ से गुज़रा  
203,Test User 801 ,MT,उनके पीछे एक बहुत बड़ा मछली थी
204,Test User 801 ,MT,मैं कह सकता था कि वह बहुत भूखी मछली है 
205,Test User 801 ,MT,"जब उसने मुझे देखा , उसकी आँखें चमक रही थीं "
206,Test User 801 ,MT,"लगता है , वह सोच रहा था , तैर कर आगे निकलने लगा और वह नुकीले दांत बसे मेरे पिच्छले पैरों के पास ही काटने को तैयार  "
207,Test User 801 ,MT,"क्षण में , मैं तेजी से तैर कर आगे निकलने लगा और वह नुकीले दांत बसे मेरे पिच्छले पैरों के पास ही काटने को तैयार  "
208,Test User 801 ,MT,बस जब मैं थकने लगा था तो मैंने एक समुद्री सवाल देखा
209,Test User 801 ,MT,एक समुद्री शैवाल सिवार कुछ नहीं हैं बस समुद्र बहते हुए कोई पुराने लकड़ी के टुकड़े पर उग रही घनी सवाल हैं जो लेहरो के साथ बहते हुए महासागर में घूम रही हैं 
210,Test User 801 ,MT,"सिवार के ऊपर और अंदर बहुत से छोटे बड़े घुमक्कड़ मौजूद हैं, कुछ इतने छोटे जो समुद्र की लहरों के साथ बहते हुए इंतज़ार करते हैं कुछ रोमांचक होने का "
211,Test User 801 ,MT,आखिर किस्मत से में सिवार पर सवार हो गया 
212,Test User 801 ,MT,मैं इस सुरक्षित जगह को कई वर्षों तक नहीं छोड़ सकता 
213,Test User 801 ,MT,सिवार पर रहते हुए ऐसा लगा मानो दुनिया की सैर पर निकले हों 
214,Test User 801 ,MT, मुझे यह बहुत पसंद आया पर जैसे मैं बढ़ा हुआ नाइन बाहरी दुनिया देखने का निश्चय किया 
215,Test User 801 ,MT,"मैंने उस स्थान के बारे में अद्भुत बातें सुनी थी जहां कई कछुए रहते थे , "
216,Test User 801 ,MT,सभी ने कहा कि रीफ महासागर का परीलोक हैं 
217,Test User 801 ,MT,"उन्होंने कहा कि यह एक सुंदर , चमकदार रंग के जानवरों से भरा हुआ है , जैसे कि प्यारी सी क्लाउन मच्छली और यहां तक की बिच्छू जैसे ज़हरीले प्राणी"
218,Test User 801 ,MT,मैं सोचने लगा की मैं वह कैसे ढूंढूंगा 
219,Test User 801 ,PE,एक सियार और खरगोश सबसे अच्छे दोस्त थे
220,Test User 801 ,PE,एक दिन सियार की पत्नी अच्छा नहीं  महसूस कर रही थी ।
221,Test User 801 ,PE,"सियार ने खरगोश को बुलाया और कहा , मेरी पत्नी को बुखार है"
222,Test User 801 ,PE,उसे कुछ भी खाने का मन नहीं हैं 
223,Test User 801 ,PE,अब वह कहती है कि वह एक केकड़ा खा सकती है
224,Test User 801 ,PE,"खरगोश ने कहा , चलो , हम उसके लिए एक केकड़ा ले आये "
225,Test User 801 ,PE,दोनों दोस्त केकड़ा ढूंढ़ने चल दिए 
226,Test User 801 ,PE,खरगोश एक दिशा में गया और सियार दूसरे में
227,Test User 801 ,PE,खरगोश ने जल्दी ही मिट्टी में एक छेद देखा
228,Test User 801 ,PE,उसने अंदर झाँका और देखा - एक मोटा केकड़ा 
229,Test User 801 ,PE,"यह ठीक है , खरगोश ने सोचा "
230,Test User 801 ,PE,"उसने छेद में अपना हाथ डाला, जो की काफी गहरा था "
231,Test User 801 ,PE,जब उसका हाथ केकड़े तक नहीं पहुंचा तो खरगोश ने अपनी पूंछ छेद में डाल दी ।
232,Test User 801 ,PE,केकड़े ने उसकी पूछ को ज़ोर से काटा और जकड़ लिया 
233,Test User 801 ,PE,बेचारा खरगोश जोर से चिल्लाया
234,Test User 801 ,PE,सियार ने उसे सुना और उसके पास भागते हुए आया ।
